,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
456,19,1,223326,1,10,0,11,2,0,0,0,1721,35,0,0
457,37,0,20308,2,13,1,3,0,0,0,0,0,65,0,1
458,24,0,124751,0,9,0,1,2,0,1,0,0,35,0,0
459,34,0,113364,1,10,1,7,0,0,0,0,0,40,16,0
460,50,3,196900,0,9,1,5,4,0,1,0,0,39,0,0
461,36,0,168170,0,9,1,4,0,0,0,0,0,40,39,0
462,39,0,205338,2,13,1,2,0,0,0,0,0,60,0,0
463,44,2,98806,14,4,1,4,0,0,0,0,0,38,0,0
464,45,3,226452,0,9,1,5,0,0,0,0,0,40,0,0
465,32,3,479179,5,7,0,11,2,0,0,0,0,40,0,0
466,47,4,471990,3,14,1,0,0,1,0,0,0,40,0,1
467,50,0,44728,0,9,1,7,0,0,0,0,0,40,0,0
468,32,0,33117,4,11,1,5,0,0,0,0,0,40,0,0
469,19,0,264876,0,9,0,9,2,0,0,0,0,40,0,0
472,28,0,193122,0,9,2,2,5,0,0,0,0,50,0,0
473,39,4,149347,3,14,0,3,1,0,0,0,0,40,40,1
474,21,0,129172,1,10,0,5,1,0,0,2907,0,40,0,0
475,73,2,151255,1,10,4,6,1,0,1,0,0,75,0,0
476,39,0,98886,14,4,1,5,0,0,0,4508,0,40,1,0
477,25,0,238673,1,10,0,7,1,0,0,0,0,40,0,0
478,31,0,137991,1,10,6,2,4,0,1,0,0,20,0,0
479,51,0,85942,1,10,2,2,1,0,1,0,0,32,0,0
480,39,0,85783,2,13,1,1,4,0,1,0,0,28,0,0
481,31,0,174789,2,13,2,9,2,0,0,0,0,40,0,0
482,21,0,457162,1,10,0,2,2,1,0,0,0,17,0,0
483,46,0,176026,2,13,2,0,1,0,0,27828,0,50,0,1
484,73,0,88594,0,9,2,0,1,0,1,0,0,35,0,0
485,41,0,311101,0,9,2,4,1,0,0,0,0,40,0,0
486,20,0,273989,0,9,0,8,2,0,0,0,0,40,0,0
487,27,0,370242,13,12,0,5,1,0,0,0,0,30,0,0
488,24,0,194630,2,13,0,3,1,0,0,0,0,35,0,0
489,20,0,313817,1,10,1,4,0,0,0,0,0,40,0,0
490,39,0,195843,4,11,0,7,2,0,0,0,0,40,0,0
491,27,0,203160,2,13,0,9,1,0,0,0,0,28,0,0
492,33,0,175856,5,7,1,2,0,0,0,0,0,60,0,0
493,33,0,75435,0,9,1,9,0,4,0,0,0,40,0,0
494,36,3,291676,15,5,1,4,0,1,0,0,0,40,0,0
495,55,0,192869,1,10,1,0,0,0,0,0,0,36,0,0
496,19,0,124464,1,10,0,7,2,0,0,0,0,40,0,0
497,35,0,98776,0,9,0,0,1,0,0,0,0,60,0,0
498,34,0,107960,12,3,0,7,5,2,0,0,0,40,25,0
499,62,3,312286,8,15,2,3,1,0,1,0,0,35,0,0
500,33,2,48520,1,10,1,4,0,0,0,0,0,40,0,1
501,39,0,224541,15,5,1,4,0,0,0,4386,0,55,1,0
502,36,1,237713,1,10,1,10,0,0,0,0,0,40,0,0
503,41,0,309990,2,13,2,1,3,0,1,0,0,33,0,0
504,39,2,37019,0,9,1,4,0,0,0,0,0,60,0,0
506,18,0,170183,0,9,0,1,2,0,1,0,0,10,0,0
507,61,0,142988,1,10,1,0,0,0,0,15024,0,45,0,1
508,20,4,163205,4,11,0,1,2,0,1,0,0,36,0,0
509,35,2,455379,0,9,1,8,0,0,0,0,0,65,0,1
510,27,0,104423,0,9,0,7,2,0,0,0,0,40,0,0
511,66,0,104936,11,6,4,5,3,0,1,0,0,38,0,0
512,21,0,542610,0,9,0,8,5,1,0,0,0,40,0,0
513,20,0,208117,1,10,0,5,2,0,1,0,0,18,0,0
514,34,0,105141,1,10,2,1,2,0,0,0,0,40,0,0
517,31,0,213339,0,9,3,10,1,0,1,0,0,40,0,0
518,41,0,177989,9,16,1,3,0,0,0,0,2051,60,0,0
519,64,3,107732,6,2,1,6,0,3,0,0,0,45,12,0
520,32,0,312403,2,13,0,0,1,0,1,0,0,40,0,0
521,30,1,176992,0,9,1,8,0,0,0,0,0,50,0,1
522,36,2,84294,2,13,1,6,0,0,0,0,0,72,0,0
523,22,0,143062,1,10,0,6,2,0,0,0,0,12,0,0
524,53,1,139671,1,10,1,0,0,0,0,0,0,50,0,0
525,50,0,116814,0,9,4,1,1,4,1,0,0,40,0,0
526,36,0,37778,2,13,1,0,0,0,0,0,0,40,0,0
527,41,5,240900,5,7,1,0,0,0,0,0,0,40,0,0
528,55,0,202652,2,13,0,0,1,0,1,0,0,35,0,0
529,38,0,52187,2,13,1,2,0,0,0,15024,0,50,0,1
530,28,0,349751,2,13,0,0,1,1,0,2174,0,50,0,0
531,24,1,238384,2,13,0,3,2,0,1,0,0,37,0,0
532,60,0,209844,1,10,2,1,5,0,1,0,0,40,0,0
533,54,0,333301,11,6,1,5,0,1,0,0,0,40,0,0
534,27,5,214974,0,9,1,4,0,0,0,0,0,60,0,0
535,30,0,113453,3,14,1,3,4,0,1,0,0,30,0,0
536,54,0,162238,0,9,4,8,1,0,0,0,0,45,0,0
537,44,0,98779,1,10,1,4,0,0,0,5178,0,40,0,1
538,52,0,165001,0,9,1,8,0,0,0,0,0,60,0,1
539,18,0,78528,5,7,0,5,2,0,0,0,0,20,0,0
540,55,0,353881,14,4,1,8,0,0,0,0,0,50,0,0
541,35,0,251396,2,13,1,3,0,0,0,0,0,50,0,1
542,37,0,178100,2,13,2,0,1,0,1,0,0,40,0,1
543,22,0,416165,1,10,0,1,2,0,1,0,0,40,0,0
544,45,0,177536,2,13,1,0,0,0,0,0,0,45,11,1
545,38,0,203717,2,13,1,6,0,0,0,0,0,60,0,0
546,48,0,107231,2,13,1,3,0,0,0,0,0,40,0,0
547,35,0,106448,4,11,1,5,0,0,0,0,0,40,0,0
548,21,0,196816,4,11,1,4,5,0,0,0,0,50,0,0
549,37,2,191342,0,9,1,4,0,2,0,0,0,60,5,1
550,18,0,170194,5,7,0,2,2,0,0,0,0,25,0,0
551,26,0,113587,11,6,2,7,2,0,0,0,0,35,0,0
552,48,5,72425,2,13,1,4,0,0,0,0,0,50,0,0
553,51,0,217480,1,10,3,1,1,1,0,8614,0,40,0,1
554,52,0,120914,1,10,1,4,0,0,0,0,0,40,0,0
555,32,3,33945,2,13,1,6,0,0,0,0,0,40,0,1
556,39,2,199753,2,13,1,5,0,0,0,0,0,60,0,0
557,51,0,144284,2,13,1,3,0,0,0,0,0,40,0,1
558,54,0,53833,2,13,1,2,0,0,0,0,0,50,0,0
559,21,0,151158,1,10,0,3,1,0,1,0,0,25,0,0
560,43,0,125577,0,9,3,1,3,1,1,0,0,40,0,0
561,32,0,242323,1,10,0,1,2,0,1,0,0,40,0,0
562,31,3,195181,3,14,1,3,0,0,0,0,0,35,0,1
564,26,0,341672,1,10,0,1,5,2,0,0,0,60,31,0
565,35,0,116369,0,9,0,4,1,0,0,0,0,40,0,0
566,73,0,113446,12,3,1,0,0,0,0,0,0,54,0,1
567,25,2,121285,2,13,0,2,1,0,1,0,0,40,0,0
568,58,2,25124,4,11,1,6,0,0,0,0,2377,65,0,0
569,32,0,182274,0,9,3,5,2,0,1,0,0,37,0,0
570,28,0,103548,2,13,1,3,0,0,0,0,0,40,0,0
571,41,2,38434,3,14,0,2,1,0,1,0,0,30,0,0
572,53,2,317313,0,9,1,4,0,0,0,0,0,48,0,0
573,49,0,177543,0,9,3,1,3,0,1,0,0,35,0,0
574,55,0,139834,2,13,1,3,0,0,0,0,0,40,0,1
575,29,0,118478,1,10,1,1,4,0,1,7298,0,50,0,1
576,28,2,147951,4,11,1,6,0,0,0,0,0,80,0,0
577,44,0,201734,0,9,1,4,0,0,0,0,0,45,0,0
578,41,0,198196,3,14,1,0,0,0,0,0,0,45,0,1
579,26,0,141876,4,11,1,2,0,0,0,3103,0,45,0,1
580,23,0,325179,0,9,1,2,0,0,0,0,0,40,0,1
581,37,2,143774,2,13,1,3,4,0,1,0,0,40,16,1
582,23,0,152328,2,13,0,3,2,0,0,13550,0,50,0,1
583,33,0,479600,1,10,0,5,3,1,1,0,0,40,0,0
584,44,0,180599,0,9,0,4,2,0,0,0,0,40,0,1
585,21,0,448026,1,10,0,11,2,0,0,2907,0,30,0,0
586,36,0,300333,5,7,1,0,0,0,0,0,0,40,15,0
587,44,1,184105,2,13,1,1,0,0,0,5013,0,40,0,0
588,23,0,202084,0,9,0,5,3,1,1,0,0,40,0,0
589,26,0,29515,0,9,2,0,2,0,0,0,0,40,0,0
590,32,0,247328,12,3,0,5,1,0,0,0,0,40,1,0
591,31,0,188246,1,10,1,9,0,0,0,0,0,40,0,1
592,50,1,105788,0,9,3,0,3,1,1,6497,0,35,0,0
593,18,5,352640,1,10,0,1,2,0,1,0,0,20,0,0
594,49,0,132576,2,13,1,0,0,0,0,0,0,50,0,1
595,59,0,128829,0,9,2,5,1,0,1,0,0,40,0,0
596,38,0,93140,0,9,3,7,3,1,1,0,0,28,0,0
597,50,5,155965,1,10,1,2,0,0,0,0,0,55,0,0
598,51,5,335902,1,10,1,4,0,0,0,0,1672,55,0,0
599,22,0,158522,1,10,0,7,2,2,0,0,0,35,0,0
600,54,0,174806,0,9,1,7,4,0,1,0,0,40,0,1
601,37,0,32207,0,9,0,8,1,0,0,0,0,40,0,0
602,31,0,43607,2,13,4,1,3,0,0,0,0,60,0,0
603,67,3,168224,2,13,1,0,0,0,0,0,0,40,0,0
605,21,0,311376,1,10,0,0,5,0,1,0,0,40,0,0
606,30,0,101562,0,9,0,1,1,0,1,0,0,40,0,0
607,32,1,267859,1,10,1,11,0,0,0,0,0,50,15,0
608,36,0,86143,4,11,0,4,2,2,0,0,0,40,0,0
609,33,1,217304,2,13,0,1,1,1,0,0,0,40,0,0
610,37,0,410034,0,9,1,4,0,0,0,0,0,56,0,0
611,29,0,293073,8,15,1,3,0,0,0,7298,0,48,0,1
613,26,0,247425,1,10,0,2,1,1,0,0,0,40,27,0
614,51,0,128338,14,4,1,3,0,0,0,0,0,40,0,0
615,39,0,189344,0,9,1,7,0,0,0,0,0,40,1,0
616,18,0,366154,0,9,0,5,1,0,0,0,0,30,0,0
617,52,0,163051,10,8,1,7,0,0,0,0,1628,40,0,0
618,31,0,437200,1,10,1,6,0,0,0,0,0,40,1,0
619,45,0,323798,2,13,1,0,0,0,0,7298,0,53,0,1
620,38,0,182570,1,10,1,7,0,0,0,0,0,38,0,0
621,21,0,200318,13,12,0,2,1,0,1,0,0,35,0,0
622,33,0,48520,0,9,3,9,1,0,0,0,0,40,0,0
623,39,0,130007,1,10,2,4,3,0,0,0,0,40,0,0
624,31,0,166248,0,9,1,7,0,0,0,0,0,40,0,0
625,43,0,203554,2,13,1,0,0,0,0,0,1902,50,0,1
627,33,5,291333,2,13,1,0,0,0,0,7298,0,45,0,1
628,49,2,39140,0,9,1,6,0,0,0,0,0,60,0,0
629,41,0,266439,0,9,1,7,0,0,0,0,0,40,0,0
630,55,2,126840,1,10,2,7,1,0,0,0,0,40,0,0
631,52,0,166419,1,10,2,1,1,1,1,0,0,37,0,0
632,42,0,287129,2,13,2,3,1,1,0,0,0,40,0,0
633,24,0,206827,1,10,0,1,2,0,1,0,0,30,0,0
634,42,0,173888,0,9,5,1,1,0,0,0,0,52,0,0
635,41,3,253250,2,13,1,0,0,0,0,7298,0,40,0,1
636,35,0,337239,0,9,1,7,0,0,0,0,0,40,1,0
638,54,4,201127,3,14,2,0,1,0,0,0,0,42,0,1
639,24,0,403107,12,3,0,9,5,0,0,0,0,40,1,0
642,57,4,223892,2,13,1,0,4,0,1,0,0,40,0,1
643,58,3,191318,3,14,1,0,0,0,0,15024,0,40,0,1
644,32,0,394708,0,9,0,5,3,1,0,0,0,40,0,0
645,22,0,119474,0,9,0,2,2,0,1,1055,0,25,0,0
646,20,0,419984,0,9,2,5,3,0,1,0,0,25,0,0
649,26,1,197897,0,9,0,1,2,1,1,0,0,20,11,0
650,33,0,286675,5,7,1,4,0,0,0,0,0,40,0,0
651,19,0,191986,11,6,0,2,3,0,1,0,0,40,0,0
652,50,2,90525,0,9,1,5,4,0,1,15024,0,20,0,1
653,32,0,56150,0,9,1,2,0,0,0,0,0,40,0,0
654,51,1,248327,2,13,1,8,0,1,0,0,0,40,0,1
655,18,0,90860,1,10,0,2,2,2,1,0,0,20,0,0
656,35,4,104858,3,14,1,0,0,0,0,0,0,50,0,1
658,46,0,196707,0,9,2,4,1,0,0,0,0,55,0,0
659,37,0,29430,0,9,2,2,3,0,0,0,0,45,0,0
660,45,0,54038,1,10,1,1,4,0,1,0,1902,20,0,1
661,63,0,281025,15,5,1,9,0,0,0,0,0,32,0,0
662,53,0,258832,0,9,0,5,5,2,0,0,0,10,5,0
663,24,0,131220,0,9,0,1,2,1,1,0,0,40,0,0
666,47,0,265097,0,9,1,7,0,0,0,0,0,40,0,0
667,41,0,185057,0,9,0,0,3,0,1,0,0,40,0,0
668,27,0,169557,0,9,2,7,1,0,0,6849,0,40,0,0
669,35,5,333636,0,9,1,0,0,1,0,0,0,75,0,0
670,19,0,181652,1,10,0,1,2,0,1,0,0,24,0,0
671,47,0,34307,1,10,3,5,1,0,1,0,0,35,0,0
672,25,4,198813,2,13,0,1,3,1,1,0,1590,40,0,0
673,59,1,240030,8,15,1,0,0,0,0,0,0,40,0,1
674,28,0,226089,11,6,0,7,3,0,1,0,0,40,0,0
675,17,0,190941,11,6,0,2,2,0,1,0,0,20,0,0
676,21,0,160261,1,10,0,0,2,2,0,2463,0,50,11,0
677,31,0,208458,0,9,2,2,3,3,1,0,0,40,1,0
678,49,0,112761,0,9,2,9,1,0,1,0,0,40,0,0
679,48,1,67716,3,14,1,3,0,0,0,7688,0,50,0,1
680,60,2,121076,9,16,2,2,1,0,0,0,0,20,0,0
681,33,2,182556,10,8,0,8,1,0,0,0,0,40,0,0
682,40,0,231348,0,9,1,4,0,0,0,0,0,40,0,0
683,42,0,55395,1,10,1,4,0,0,0,0,0,52,0,0
684,34,0,344073,0,9,1,8,0,0,0,5013,0,40,0,0
685,38,4,318912,4,11,2,1,2,1,0,0,0,52,0,0
686,58,2,237546,1,10,1,0,0,0,0,0,0,70,0,1
688,52,0,305090,1,10,3,2,5,0,1,0,0,55,0,0
689,22,1,198478,1,10,1,11,0,0,0,0,0,40,0,0
690,24,0,321435,2,13,1,6,0,0,0,0,0,35,0,1
691,39,0,259716,0,9,2,7,3,0,1,0,0,40,1,0
692,41,0,191547,3,14,1,0,0,0,0,99999,0,55,0,1
694,56,0,225927,15,5,1,4,0,0,0,2580,0,40,0,0
695,21,0,256504,0,9,0,5,1,0,1,0,0,40,0,0
696,29,0,168526,0,9,2,2,3,0,1,0,0,25,0,0
697,45,0,44489,4,11,2,5,1,0,0,0,0,10,0,0
698,44,1,159449,1,10,1,11,0,0,0,0,0,80,0,1
699,54,0,387540,3,14,1,3,0,0,0,0,0,45,0,1
700,24,0,314819,1,10,0,4,1,0,0,2174,0,40,0,0
701,40,0,34722,2,13,1,0,0,0,0,0,0,50,0,0
702,43,3,125831,2,13,0,3,2,0,0,99999,0,60,0,1
704,41,2,264663,5,7,2,5,1,0,1,0,0,40,0,0
705,32,0,294121,4,11,2,1,1,0,1,0,0,40,0,0
706,31,0,83912,2,13,1,1,4,0,1,0,0,25,1,0
707,26,0,241626,0,9,2,1,1,0,0,0,0,40,0,0
708,50,3,137815,2,13,1,4,0,0,0,0,0,40,0,1
709,62,5,153891,4,11,1,0,0,0,0,3137,0,40,0,0
710,24,0,83774,0,9,1,5,0,0,0,2885,0,45,0,0
711,58,0,199067,2,13,2,0,1,0,0,0,0,65,0,1
712,44,5,57233,1,10,1,4,0,0,0,0,0,40,0,1
713,44,0,211517,10,8,2,5,1,0,0,0,0,40,0,0
714,37,5,132879,1,10,1,8,0,0,0,0,0,50,0,1
715,65,2,72776,14,4,0,6,1,0,0,2964,0,40,0,0
716,33,0,54318,0,9,1,4,0,0,0,0,0,40,0,1
718,56,2,174564,3,14,1,3,0,0,0,0,0,60,0,1
719,35,0,179579,3,14,1,0,0,0,0,0,1977,48,0,1
720,33,0,187618,2,13,0,3,2,0,0,0,1741,40,0,0
721,35,0,186819,2,13,1,10,0,0,0,0,0,48,0,0
722,47,2,60087,1,10,5,0,1,0,1,0,0,60,0,0
723,35,2,28987,15,5,1,4,0,4,0,0,0,96,0,0
724,56,0,187355,1,10,2,2,3,0,1,0,0,40,0,0
725,29,5,218555,3,14,0,3,2,0,0,0,0,40,0,0
726,53,5,94214,8,15,1,3,0,2,0,7298,0,50,38,1
727,42,0,204729,4,11,3,2,3,1,1,0,0,25,0,0
729,24,0,236696,2,13,0,10,1,0,0,0,0,50,21,0
730,33,0,179747,0,9,1,7,0,0,0,0,0,40,0,0
731,42,0,187322,11,6,1,2,0,0,0,0,0,45,0,0
732,38,3,116975,1,10,1,11,0,0,0,0,1887,50,0,1
733,32,0,205950,0,9,0,7,2,0,0,0,0,40,0,0
734,20,2,190968,14,4,0,4,2,0,0,0,0,20,0,0
735,32,0,160458,0,9,1,4,0,0,0,0,0,50,0,0
736,28,1,190911,1,10,1,11,0,0,0,0,0,40,0,1
737,51,0,85382,0,9,1,4,0,0,0,0,0,55,0,1
738,41,1,129793,0,9,0,5,2,0,0,0,0,30,0,0
739,37,1,270181,13,12,5,5,3,1,1,0,0,50,0,0
740,23,0,243723,0,9,1,5,4,0,1,0,0,40,0,0
741,40,0,168113,0,9,1,4,0,0,0,0,0,40,0,0
742,47,0,652784,11,6,1,7,0,0,0,0,0,40,0,0
743,46,2,315984,0,9,1,0,0,0,0,0,0,50,0,0
744,24,0,311311,2,13,0,2,1,0,0,0,0,40,0,0
745,40,0,111336,0,9,2,7,3,1,1,0,0,28,0,0
746,30,2,100252,0,9,1,7,2,2,0,0,0,60,32,0
747,41,3,186990,8,15,4,3,1,3,1,0,0,52,0,1
748,37,3,241633,2,13,1,1,4,1,1,0,0,45,0,1
749,49,4,252616,0,9,1,8,0,2,0,0,0,40,5,0
750,41,4,46366,2,13,1,0,4,1,1,0,0,50,0,1
751,52,1,266138,4,11,1,0,0,0,0,0,0,35,0,0
752,23,0,32732,1,10,0,2,1,0,0,0,0,50,0,0
753,34,0,361978,0,9,2,4,3,1,1,1471,0,40,0,0
754,25,3,77661,2,13,0,0,1,0,1,0,2444,40,0,1
755,44,5,60087,0,9,1,4,0,0,0,0,0,45,0,1
756,31,1,197550,0,9,2,3,3,0,0,0,0,33,0,0
757,53,0,170701,2,13,2,1,3,0,1,0,0,40,0,0
758,62,0,159822,0,9,1,0,0,0,0,0,0,50,0,0
759,35,0,211494,2,13,0,0,1,0,0,0,1876,55,0,0
760,30,4,340899,2,13,0,3,1,0,0,0,0,40,0,0
761,48,3,224752,0,9,1,1,4,0,1,0,0,40,0,1
762,36,0,102568,2,13,0,3,1,0,1,0,0,40,0,1
763,32,0,220690,5,7,2,5,1,0,0,0,0,33,0,0
764,22,0,303170,1,10,0,12,2,0,1,0,0,28,0,0
766,19,0,192162,0,9,0,3,1,0,1,0,0,40,0,0
767,26,0,201635,0,9,0,1,1,0,1,0,0,40,0,0
769,56,3,133728,1,10,1,0,0,0,0,0,0,35,0,1
770,45,0,347025,14,4,4,5,3,0,1,0,0,21,0,0
771,23,0,110998,1,10,0,1,2,2,1,0,0,40,5,0
772,31,0,122347,0,9,3,9,1,0,0,0,0,40,0,0
773,30,0,127875,5,7,0,2,3,0,1,0,0,8,0,0
774,42,0,167534,0,9,1,9,0,0,0,5013,0,35,0,0
775,27,3,152560,8,15,1,3,0,0,0,0,0,60,0,0
776,37,0,265144,2,13,1,0,0,0,0,0,0,50,0,1
777,31,0,302679,0,9,0,7,1,0,0,0,0,60,0,0
778,33,0,290763,2,13,3,3,1,0,1,0,0,40,0,0
779,64,0,86837,7,1,1,9,0,2,0,0,0,40,5,0
780,32,0,147118,0,9,2,5,1,0,1,0,0,40,0,0
782,37,0,169469,1,10,1,4,0,0,0,0,0,40,0,0
783,25,0,189334,5,7,1,8,0,0,0,0,0,40,0,0
784,49,0,139571,0,9,1,1,0,0,0,4064,0,40,0,0
785,36,0,111545,2,13,1,3,0,0,0,0,1902,40,0,1
786,67,0,72776,1,10,1,9,0,0,0,10566,0,15,0,0
787,54,0,307973,0,9,1,9,0,0,0,0,0,40,0,1
788,45,1,211666,9,16,0,3,1,0,1,0,0,40,0,1
789,30,0,143766,1,10,0,4,1,0,0,0,0,40,0,0
790,39,3,112812,0,9,1,11,5,0,1,0,0,40,0,0
791,57,0,43290,11,6,2,5,1,4,1,0,0,20,0,0
792,57,0,111385,11,6,0,5,1,0,0,0,0,40,0,0
793,23,2,145744,0,9,1,6,0,0,0,0,0,40,0,0
794,49,1,126754,0,9,1,5,5,0,0,0,0,40,7,0
795,46,3,54260,2,13,1,3,0,0,0,0,0,10,0,1
796,41,3,34895,2,13,0,10,1,0,1,0,0,43,0,0
797,44,0,166740,4,11,1,10,0,0,0,0,0,45,0,0
798,25,0,143062,2,13,0,5,2,0,1,2463,0,30,0,0
799,34,1,191957,2,13,1,4,0,1,0,0,0,45,0,1
800,24,0,109456,2,13,0,2,2,0,0,0,0,25,0,0
801,32,0,198183,2,13,0,0,1,0,1,0,0,45,0,0
802,27,1,157449,0,9,1,10,0,0,0,0,0,50,0,1
803,67,0,53874,10,8,1,7,0,1,0,0,0,40,15,0
804,36,0,191754,0,9,1,4,0,0,0,0,0,40,0,0
805,40,0,320071,1,10,2,0,1,0,0,0,1408,48,0,0
806,24,0,164574,0,9,1,8,0,0,0,0,0,40,0,0
807,46,0,185870,2,13,1,2,0,0,0,0,1902,40,0,1
808,44,3,165745,0,9,2,1,3,0,1,0,0,38,0,0
809,23,2,40323,1,10,1,4,0,0,0,0,0,40,0,1
810,46,0,199378,8,15,0,3,1,0,0,0,0,90,0,0
811,31,0,289889,4,11,0,10,1,0,0,0,0,40,0,0
812,21,1,152200,1,10,1,11,2,1,0,0,0,40,0,0
813,61,0,198231,0,9,1,4,0,0,0,0,0,40,0,1
814,71,2,28865,0,9,1,6,0,0,0,0,0,15,0,0
815,42,0,26915,2,13,1,0,0,0,0,0,0,40,0,1
817,21,3,204034,1,10,0,5,1,0,1,0,0,16,0,0
818,21,0,243368,7,1,0,6,1,0,0,0,0,25,1,0
819,28,1,191088,2,13,2,3,1,0,1,2354,0,60,0,0
820,27,1,194515,13,12,0,3,2,1,1,0,0,37,0,0
821,32,0,28984,1,10,0,5,1,0,1,0,2001,25,0,0
822,47,0,125892,0,9,2,9,1,0,0,0,0,40,0,0
823,22,0,37932,13,12,0,0,1,0,0,0,0,35,11,0
824,56,0,249751,0,9,1,10,0,0,0,0,0,40,0,0
825,20,0,191948,0,9,1,5,5,0,1,0,0,40,0,0
826,30,0,97306,1,10,0,2,1,0,1,0,0,40,0,0
827,22,0,176178,1,10,0,5,2,0,1,0,0,25,0,0
828,28,0,142764,4,11,1,4,0,0,0,7688,0,45,0,1
829,50,0,148431,3,14,1,0,0,0,0,0,0,55,0,1
830,66,3,148380,0,9,1,7,4,0,1,1424,0,10,0,0
831,38,0,314890,1,10,0,5,1,0,0,0,0,46,0,0
832,62,0,177493,10,8,1,0,0,0,0,0,0,30,0,0
833,36,4,327435,3,14,2,10,1,0,1,0,0,40,0,1
834,47,0,275967,11,6,1,4,0,0,0,0,0,35,0,0
835,25,0,176520,0,9,0,10,1,0,0,0,0,40,0,0
836,26,0,186463,1,10,1,8,0,0,0,0,0,40,0,0
837,37,0,50380,5,7,1,6,0,0,0,0,0,40,0,0
838,70,2,323987,14,4,1,4,0,0,0,0,0,8,0,0
839,52,0,192445,5,7,1,8,0,0,0,0,0,40,0,0
840,70,0,142851,15,5,1,0,0,0,0,0,0,18,0,0
841,19,3,42750,0,9,0,11,2,0,0,0,0,40,0,0
842,23,0,199011,5,7,0,4,2,0,0,0,0,3,0,0
844,37,0,173963,5,7,3,2,3,1,1,0,0,40,0,0
845,45,3,284763,1,10,2,3,3,1,1,0,0,40,0,0
846,29,0,108775,2,13,1,0,0,0,0,0,0,50,0,1
847,56,2,233312,2,13,1,0,0,0,0,0,0,20,40,0
848,50,0,197826,3,14,1,10,0,0,0,0,0,40,0,0
849,20,0,123007,0,9,0,1,5,0,0,0,2001,30,0,0
850,26,0,264012,2,13,0,1,1,0,0,0,0,40,0,0
851,41,5,214247,8,15,1,3,0,0,0,0,2415,60,0,1
852,21,0,200121,0,9,0,9,2,0,0,0,0,40,0,0
853,48,2,138069,12,3,1,4,0,0,0,0,2042,50,0,0
854,22,0,33551,1,10,0,5,1,0,0,0,0,40,0,0
855,37,3,89083,13,12,1,5,0,0,0,0,0,35,0,0
856,47,0,369438,1,10,1,4,0,1,0,0,0,30,0,1
857,61,0,93997,2,13,2,2,3,0,0,0,0,40,0,0
858,47,1,169699,3,14,1,3,0,0,0,0,0,40,0,1
859,37,0,115429,0,9,1,4,0,0,0,0,0,25,0,0
860,46,3,96652,4,11,3,1,3,1,1,0,0,40,0,0
861,42,2,103759,0,9,1,2,0,0,0,0,0,48,0,0
862,41,0,54422,0,9,2,1,3,0,1,0,0,40,0,0
863,33,1,107215,15,5,1,5,0,0,0,0,0,40,0,0
864,24,0,194630,2,13,0,3,1,0,0,0,0,35,0,0
865,27,0,102142,13,12,0,10,1,0,0,0,0,40,0,0
866,40,4,134638,2,13,1,0,0,0,0,0,0,39,0,0
867,56,0,46920,11,6,1,7,0,0,0,0,0,40,0,0
868,35,4,207973,9,16,1,3,0,0,0,0,0,55,29,0
869,24,0,208946,4,11,0,4,1,0,0,0,0,40,0,0
870,73,2,252431,1,10,1,3,4,0,1,0,0,1,0,0
871,36,0,251730,1,10,0,2,1,0,0,0,0,50,0,0
872,31,0,301251,2,13,1,4,0,0,0,0,0,50,0,1
874,36,0,197274,0,9,0,9,1,1,0,0,0,40,0,0
875,37,0,106043,0,9,1,2,0,1,0,0,0,40,0,1
876,26,0,195636,2,13,0,3,1,0,1,0,0,55,0,0
877,20,0,237956,0,9,0,11,2,0,0,0,0,40,15,0
878,58,0,31532,2,13,1,3,0,0,0,0,0,40,0,1
879,45,3,276157,2,13,1,3,0,0,0,0,0,40,0,1
881,31,0,142921,2,13,0,10,1,0,1,0,0,40,0,0
882,44,0,217039,8,15,1,3,0,0,0,99999,0,60,0,1
883,19,1,259169,1,10,0,3,2,0,1,0,0,30,0,0
884,54,0,409173,0,9,1,10,0,1,0,0,0,50,39,1
885,31,3,73161,3,14,1,3,0,0,0,0,1740,40,0,0
886,27,0,241431,0,9,1,4,0,0,0,0,0,35,0,0
887,36,0,151764,1,10,1,2,0,0,0,5178,0,40,0,1
888,47,4,131726,1,10,2,1,1,0,0,0,1876,40,0,0
889,35,0,334291,2,13,1,0,0,0,0,0,0,45,0,0
890,42,0,67243,6,2,1,1,0,0,0,0,0,55,36,1
891,45,0,370261,2,13,2,0,1,0,1,0,0,40,0,0
892,70,0,573446,0,9,1,4,0,0,0,1455,0,40,0,0
893,27,1,189775,10,8,0,5,2,1,1,0,0,44,0,0
894,36,0,312206,0,9,1,3,0,0,0,0,0,60,0,1
895,23,0,86939,0,9,5,7,1,0,0,0,0,40,0,0
896,25,0,221757,2,13,0,0,1,0,0,0,0,50,0,0
897,45,2,213140,1,10,1,4,0,0,0,7688,0,45,0,1
898,24,0,308673,0,9,0,9,2,0,0,0,0,30,0,0
899,90,0,149069,13,12,1,2,0,0,0,0,1825,50,0,1
900,50,0,69345,0,9,1,7,0,0,0,0,1902,44,0,1
901,37,0,112158,0,9,1,4,0,0,0,7688,0,99,0,1
902,31,0,386299,1,10,0,1,1,0,1,0,0,40,0,0
903,17,0,61838,5,7,0,6,2,0,0,0,0,40,0,0
904,26,0,290286,1,10,0,1,1,1,0,0,0,38,0,0
